day,timestamp,symbol,price,quantity,side
-1,628500,TOMATOES,4971,12,BUY
-1,629700,TOMATOES,4973,-6,SELL
-1,634500,TOMATOES,4968,2,BUY
-1,636600,TOMATOES,4964,5,BUY
-1,643400,TOMATOES,4962,7,BUY
-1,648400,TOMATOES,4965,-3,SELL
-1,650200,TOMATOES,4968,-2,SELL
-1,656700,TOMATOES,4966,4,BUY
-1,662800,TOMATOES,4970,-6,SELL
-1,667300,TOMATOES,4968,6,BUY
-1,667400,TOMATOES,4968,1,BUY
-1,676800,TOMATOES,4966,-7,SELL
-1,682300,TOMATOES,4972,-5,SELL
-1,682700,TOMATOES,4971,-2,SELL
-1,687300,TOMATOES,4965,3,BUY
-1,688100,TOMATOES,4966,3,BUY
-1,688200,TOMATOES,4965,6,BUY
-1,688600,TOMATOES,4965,2,BUY
-1,703400,TOMATOES,4960,-8,SELL
-1,707700,TOMATOES,4953,8,BUY
-1,734800,TOMATOES,4951,-2,SELL
-1,735300,TOMATOES,4951,-2,SELL
-1,736600,TOMATOES,4953,-3,SELL
-1,737500,TOMATOES,4954,-11,SELL
-1,741100,TOMATOES,4957,-5,SELL
-1,741700,TOMATOES,4961,-3,SELL
-1,743000,TOMATOES,4962,-8,SELL
-1,745200,TOMATOES,4962,-3,SELL
-1,748700,TOMATOES,4959,9,BUY
-1,750800,TOMATOES,4959,11,BUY
-1,757700,TOMATOES,4970,-5,SELL
-1,770100,TOMATOES,4961,2,BUY
-1,779800,TOMATOES,4958,5,BUY
-1,784100,TOMATOES,4956,10,BUY
-1,789700,TOMATOES,4958,5,BUY
-1,800300,TOMATOES,4960,-5,SELL
-1,800600,TOMATOES,4962,-8,SELL
-1,802900,TOMATOES,4962,-11,SELL
-1,804100,TOMATOES,4962,-12,SELL
-1,804300,TOMATOES,4962,-4,SELL
-1,806100,TOMATOES,4961,8,BUY
-1,811900,TOMATOES,4964,10,BUY
-1,814600,TOMATOES,4965,-3,SELL
-1,816600,TOMATOES,4967,-3,SELL
-1,816900,TOMATOES,4966,9,BUY
-1,821000,TOMATOES,4961,7,BUY
-1,828800,TOMATOES,4961,10,BUY
-1,830700,TOMATOES,4960,2,BUY
-1,835600,TOMATOES,4961,-2,SELL
-1,836900,TOMATOES,4965,-5,SELL
-1,837400,TOMATOES,4963,-2,SELL
-1,840500,TOMATOES,4960,3,BUY
-1,841200,TOMATOES,4960,6,BUY
-1,842400,TOMATOES,4962,-11,SELL
-1,846200,TOMATOES,4961,5,BUY
-1,847200,TOMATOES,4961,6,BUY
-1,864300,TOMATOES,4959,-11,SELL
-1,864400,TOMATOES,4960,-11,SELL
-1,866900,TOMATOES,4960,-12,SELL
-1,867600,TOMATOES,4958,3,BUY
-1,870100,TOMATOES,4957,3,BUY
-1,872400,TOMATOES,4956,4,BUY
-1,876000,TOMATOES,4960,-2,SELL
-1,879700,TOMATOES,4962,-5,SELL
-1,883800,TOMATOES,4964,7,BUY
-1,887800,TOMATOES,4971,-3,SELL
-1,911300,TOMATOES,4969,-5,SELL
-1,917600,TOMATOES,4965,9,BUY
-1,931000,TOMATOES,4960,2,BUY
-1,939100,TOMATOES,4965,-2,SELL
-1,943000,TOMATOES,4962,7,BUY
-1,967100,TOMATOES,4958,-5,SELL
-1,967300,TOMATOES,4958,-11,SELL
-1,971000,TOMATOES,4958,-8,SELL
-1,975500,TOMATOES,4959,3,BUY
-1,978200,TOMATOES,4956,6,BUY
-1,985300,TOMATOES,4950,11,BUY
-1,987700,TOMATOES,4951,4,BUY
-1,993200,TOMATOES,4950,6,BUY
-1,996200,TOMATOES,4950,3,BUY
-1,999500,TOMATOES,4955,-5,SELL
-1,999600,TOMATOES,4955,-5,SELL
-2,3300,TOMATOES,4993,11,BUY
-2,6800,TOMATOES,4992,9,BUY
-2,18700,TOMATOES,4993,-3,SELL
-2,22300,TOMATOES,4993,3,BUY
-2,28700,TOMATOES,4995,-12,SELL
-2,30100,TOMATOES,4996,-6,SELL
-2,30500,TOMATOES,4996,8,BUY
-2,47200,TOMATOES,5001,-5,SELL
-2,53800,TOMATOES,5001,6,BUY
-2,55000,TOMATOES,5001,3,BUY
-2,65300,TOMATOES,5009,-5,SELL
-2,70000,TOMATOES,5013,-10,SELL
-2,77600,TOMATOES,5015,-2,SELL
-2,82100,TOMATOES,5017,-10,SELL
-2,88800,TOMATOES,5019,4,BUY
-2,91700,TOMATOES,5017,12,BUY
-2,102000,TOMATOES,5019,-8,SELL
-2,103200,TOMATOES,5018,10,BUY
-2,111200,TOMATOES,5018,3,BUY
-2,116600,TOMATOES,5018,3,BUY
-2,116900,TOMATOES,5017,5,BUY
-2,119000,TOMATOES,5016,4,BUY
-2,123200,TOMATOES,5020,-6,SELL
-2,127600,TOMATOES,5017,3,BUY
-2,130400,TOMATOES,5016,3,BUY
-2,153600,TOMATOES,5003,-9,SELL
-2,160700,TOMATOES,4997,6,BUY
-2,163600,TOMATOES,4994,2,BUY
-2,166000,TOMATOES,4997,-6,SELL
-2,169600,TOMATOES,4998,7,BUY
-2,172900,TOMATOES,5000,-11,SELL
-2,174000,TOMATOES,4999,-9,SELL
-2,174400,TOMATOES,4998,3,BUY
-2,176700,TOMATOES,4992,10,BUY
-2,180100,TOMATOES,4995,-12,SELL
-2,181700,TOMATOES,4991,8,BUY
-2,182700,TOMATOES,4993,8,BUY
-2,184800,TOMATOES,4991,3,BUY
-2,190800,TOMATOES,4994,-6,SELL
-2,195400,TOMATOES,4998,-9,SELL
-2,198300,TOMATOES,5000,-12,SELL
-2,204000,TOMATOES,4999,-2,SELL
-2,208700,TOMATOES,5004,-8,SELL
-2,212200,TOMATOES,5001,9,BUY
-2,215200,TOMATOES,5001,5,BUY
-2,215400,TOMATOES,5001,3,BUY
-2,216400,TOMATOES,4998,6,BUY
-2,216500,TOMATOES,4996,6,BUY
-2,220100,TOMATOES,4996,8,BUY
-2,234700,TOMATOES,4997,-2,SELL
-2,238000,TOMATOES,4996,2,BUY
-2,248600,TOMATOES,4998,-4,SELL
-2,249200,TOMATOES,4998,-4,SELL
-2,250400,TOMATOES,4996,8,BUY
-2,255800,TOMATOES,4997,-3,SELL
-2,260500,TOMATOES,4995,3,BUY
-2,267300,TOMATOES,4997,-7,SELL
-2,270900,TOMATOES,5000,-10,SELL
-2,274700,TOMATOES,5004,-3,SELL
-2,275400,TOMATOES,5005,-2,SELL
-2,275900,TOMATOES,5004,-2,SELL
-2,276300,TOMATOES,5005,-6,SELL
-2,277500,TOMATOES,5007,-5,SELL
-2,278700,TOMATOES,5006,-2,SELL
-2,280200,TOMATOES,5010,-3,SELL
-2,283500,TOMATOES,5008,6,BUY
-2,290100,TOMATOES,5001,12,BUY
-2,290500,TOMATOES,5001,11,BUY
-2,290800,TOMATOES,5003,5,BUY
-2,291900,TOMATOES,5003,5,BUY
-2,293500,TOMATOES,5002,1,BUY
-2,316600,TOMATOES,5004,-9,SELL
-2,320700,TOMATOES,5006,-9,SELL
-2,326100,TOMATOES,5005,9,BUY
-2,326500,TOMATOES,5005,7,BUY
-2,331800,TOMATOES,5013,-3,SELL
-2,335600,TOMATOES,5013,5,BUY
-2,337000,TOMATOES,5017,-9,SELL
-2,337300,TOMATOES,5014,-6,SELL
-2,348700,TOMATOES,5013,3,BUY
-2,355700,TOMATOES,5018,-8,SELL
-2,359100,TOMATOES,5017,-12,SELL
-2,361000,TOMATOES,5016,6,BUY
-2,365100,TOMATOES,5014,5,BUY
-2,372300,TOMATOES,5013,6,BUY
-2,373800,TOMATOES,5014,5,BUY
-2,382700,TOMATOES,5018,-8,SELL
-2,386100,TOMATOES,5015,-6,SELL
-2,387000,TOMATOES,5015,-8,SELL
-2,389700,TOMATOES,5015,2,BUY
-2,389900,TOMATOES,5012,9,BUY
-2,391200,TOMATOES,5010,4,BUY
-2,397600,TOMATOES,5004,12,BUY
-2,398100,TOMATOES,5008,-9,SELL
-2,403300,TOMATOES,5002,6,BUY
-2,407600,TOMATOES,5010,-12,SELL
-2,409800,TOMATOES,5008,11,BUY
-2,410000,TOMATOES,5009,-12,SELL
-2,410100,TOMATOES,5008,5,BUY
-2,412100,TOMATOES,5006,10,BUY
-2,412500,TOMATOES,5006,3,BUY
-2,417900,TOMATOES,5009,-7,SELL
-2,418500,TOMATOES,5012,-9,SELL
-2,422600,TOMATOES,5012,-5,SELL
-2,422700,TOMATOES,5011,-3,SELL
-2,424000,TOMATOES,5009,6,BUY
-2,425400,TOMATOES,5009,9,BUY
-2,425700,TOMATOES,5010,11,BUY
-2,432600,TOMATOES,5008,-8,SELL
-2,437600,TOMATOES,5008,8,BUY
-2,441400,TOMATOES,5004,1,BUY
-2,447200,TOMATOES,5006,-4,SELL
-2,447700,TOMATOES,5007,-9,SELL
-2,450700,TOMATOES,5006,-9,SELL
-2,450800,TOMATOES,5006,-12,SELL
-2,452300,TOMATOES,5004,3,BUY
-2,454700,TOMATOES,5006,-5,SELL
-2,455000,TOMATOES,5005,2,BUY
-2,456600,TOMATOES,5003,3,BUY
-2,457400,TOMATOES,5000,6,BUY
-2,458000,TOMATOES,5001,5,BUY
-2,458300,TOMATOES,5002,3,BUY
-2,462000,TOMATOES,4999,9,BUY
-2,464700,TOMATOES,4999,7,BUY
-2,467600,TOMATOES,4996,1,BUY
-2,472400,TOMATOES,5001,-10,SELL
-2,473600,TOMATOES,4999,4,BUY
-2,476100,TOMATOES,4998,6,BUY
-2,492800,TOMATOES,4994,-4,SELL
-2,492900,TOMATOES,4995,-11,SELL
-2,497600,TOMATOES,4993,-9,SELL
-2,503100,TOMATOES,4991,7,BUY
-2,503800,TOMATOES,4993,4,BUY
-2,510400,TOMATOES,4992,11,BUY
-2,513100,TOMATOES,4994,-9,SELL
-2,513900,TOMATOES,4991,6,BUY
-2,533600,TOMATOES,4995,-4,SELL
-2,536500,TOMATOES,4998,-3,SELL
-2,540700,TOMATOES,5003,-9,SELL
-2,543000,TOMATOES,5004,-5,SELL
-2,546000,TOMATOES,5008,-8,SELL
-2,550700,TOMATOES,5005,4,BUY
-2,555900,TOMATOES,5004,11,BUY
-2,561200,TOMATOES,5007,3,BUY
-2,563200,TOMATOES,5003,7,BUY
-2,564800,TOMATOES,5002,5,BUY
-2,569000,TOMATOES,4994,4,BUY
-2,569800,TOMATOES,4999,-11,SELL
-2,587300,TOMATOES,4999,9,BUY
-2,588300,TOMATOES,5000,2,BUY
-2,602700,TOMATOES,5006,-6,SELL
-2,610200,TOMATOES,5006,-5,SELL
-2,617700,TOMATOES,4997,9,BUY
-2,622800,TOMATOES,5002,2,BUY
-2,623300,TOMATOES,5003,-11,SELL
-2,625300,TOMATOES,4998,10,BUY
-2,633300,TOMATOES,5007,-5,SELL
-2,638000,TOMATOES,5004,6,BUY
-2,641000,TOMATOES,5007,-6,SELL
-2,647000,TOMATOES,5012,-6,SELL
-2,652200,TOMATOES,5016,-9,SELL
-2,656600,TOMATOES,5020,-5,SELL
-2,658800,TOMATOES,5016,7,BUY
-2,663800,TOMATOES,5018,-3,SELL
-2,666200,TOMATOES,5021,-6,SELL
-2,668200,TOMATOES,5020,11,BUY
-2,671200,TOMATOES,5016,3,BUY
-2,672400,TOMATOES,5013,3,BUY
-2,679500,TOMATOES,5006,6,BUY
-2,680000,TOMATOES,5006,5,BUY
-2,682000,TOMATOES,5008,-7,SELL
-2,683300,TOMATOES,5005,5,BUY
-2,689600,TOMATOES,4999,2,BUY
-2,707400,TOMATOES,4995,-5,SELL
-2,710100,TOMATOES,5000,-7,SELL
-2,714600,TOMATOES,5002,-5,SELL
-2,715800,TOMATOES,5002,-5,SELL
-2,717600,TOMATOES,5004,-4,SELL
-2,726100,TOMATOES,5000,12,BUY
-2,727100,TOMATOES,5002,2,BUY
-2,735200,TOMATOES,5003,5,BUY
-2,743300,TOMATOES,5002,7,BUY
-2,750300,TOMATOES,5002,-8,SELL
-2,752500,TOMATOES,5000,8,BUY
-2,754400,TOMATOES,5002,-8,SELL
-2,755700,TOMATOES,4999,8,BUY
-2,762100,TOMATOES,5006,-6,SELL
-2,762900,TOMATOES,5008,-9,SELL
-2,768700,TOMATOES,5012,-5,SELL
-2,777500,TOMATOES,5020,-12,SELL
-2,780100,TOMATOES,5019,-8,SELL
-2,780400,TOMATOES,5018,5,BUY
-2,781400,TOMATOES,5018,8,BUY
-2,782200,TOMATOES,5017,7,BUY
-2,783800,TOMATOES,5014,7,BUY
-2,784400,TOMATOES,5014,5,BUY
-2,784800,TOMATOES,5016,2,BUY
-2,788800,TOMATOES,5016,-3,SELL
-2,792200,TOMATOES,5016,9,BUY
-2,793100,TOMATOES,5018,-6,SELL
-2,794800,TOMATOES,5015,6,BUY
-2,797800,TOMATOES,5018,-6,SELL
-2,798900,TOMATOES,5019,-6,SELL
-2,799600,TOMATOES,5019,6,BUY
-2,800000,TOMATOES,5019,-2,SELL
-2,808900,TOMATOES,5023,-8,SELL
-2,811700,TOMATOES,5019,7,BUY
-2,817900,TOMATOES,5028,-6,SELL
-2,820400,TOMATOES,5029,-5,SELL
-2,831200,TOMATOES,5027,-10,SELL
-2,832400,TOMATOES,5021,5,BUY
-2,832600,TOMATOES,5023,3,BUY
-2,832800,TOMATOES,5021,6,BUY
-2,835200,TOMATOES,5020,8,BUY
-2,835800,TOMATOES,5022,5,BUY
-2,837800,TOMATOES,5017,3,BUY
-2,848700,TOMATOES,5020,-12,SELL
-2,850700,TOMATOES,5019,-4,SELL
-2,851600,TOMATOES,5022,-5,SELL
-2,852000,TOMATOES,5022,-6,SELL
-2,857700,TOMATOES,5024,-6,SELL
-2,864800,TOMATOES,5029,-5,SELL
-2,867600,TOMATOES,5031,-2,SELL
-2,868900,TOMATOES,5030,7,BUY
-2,870100,TOMATOES,5026,12,BUY
-2,870900,TOMATOES,5024,10,BUY
-2,871000,TOMATOES,5027,2,BUY
-2,875100,TOMATOES,5027,-12,SELL
-2,888300,TOMATOES,5030,-4,SELL
-2,895400,TOMATOES,5031,-6,SELL
-2,896700,TOMATOES,5031,4,BUY
-2,902200,TOMATOES,5031,-3,SELL
-2,915800,TOMATOES,5018,11,BUY
-2,916200,TOMATOES,5019,4,BUY
-2,916800,TOMATOES,5020,5,BUY
-2,916900,TOMATOES,5020,6,BUY
-2,920500,TOMATOES,5023,-6,SELL
-2,922000,TOMATOES,5024,-3,SELL
-2,925800,TOMATOES,5026,-11,SELL
-2,927000,TOMATOES,5024,6,BUY
-2,928500,TOMATOES,5024,5,BUY
-2,931900,TOMATOES,5025,-5,SELL
-2,948900,TOMATOES,5018,4,BUY
-2,951200,TOMATOES,5013,5,BUY
-2,951400,TOMATOES,5012,3,BUY
-2,951900,TOMATOES,5009,4,BUY
-2,953800,TOMATOES,5011,2,BUY
-2,962500,TOMATOES,5011,-7,SELL
-2,965500,TOMATOES,5010,-8,SELL
-2,969200,TOMATOES,5009,5,BUY
-2,970000,TOMATOES,5009,10,BUY
-2,971500,TOMATOES,5010,-2,SELL
-2,974400,TOMATOES,5008,2,BUY
-2,992600,TOMATOES,5011,-6,SELL
-2,993000,TOMATOES,5012,-3,SELL
-2,995000,TOMATOES,5010,3,BUY
-2,995500,TOMATOES,5011,-7,SELL
-2,995700,TOMATOES,5012,-11,SELL
-2,998000,TOMATOES,5009,4,BUY
